url_path,views_total,views_unique
/notional-labs/sos,20,9
/notional-labs/sos/actions,6,3
/notional-labs/sos/actions/runs/1338125780,6,3
/notional-labs/sos/issues/38,5,1
/notional-labs/sos/issues,4,2
/notional-labs/sos/tree/master/rpi/full,3,1
/notional-labs/sos/actions/runs/1339574344,1,1
/notional-labs/sos/actions/workflows/graviton.yml,1,1
/notional-labs/sos/blob/master/rpi/full/Dockerfile,1,1
/notional-labs/sos/issues/23,1,1
