time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-05 00:00:00+00:00,17.0,7.0,27.0,3.0
2021-08-06 00:00:00+00:00,29.0,4.0,3.0,3.0
2021-08-07 00:00:00+00:00,29.0,11.0,53.0,2.0
2021-08-08 00:00:00+00:00,5.0,3.0,1.0,1.0
2021-08-09 00:00:00+00:00,6.0,4.0,1.0,1.0
2021-08-10 00:00:00+00:00,6.0,4.0,4.0,2.0
2021-08-11 00:00:00+00:00,7.0,5.0,14.0,2.0
2021-08-12 00:00:00+00:00,5.0,3.0,,
2021-08-13 00:00:00+00:00,6.0,4.0,52.0,6.0
2021-08-14 00:00:00+00:00,7.0,5.0,,
2021-08-15 00:00:00+00:00,9.0,7.0,3.0,1.0
2021-08-16 00:00:00+00:00,6.0,4.0,,
2021-08-17 00:00:00+00:00,6.0,4.0,7.0,3.0
2021-08-18 00:00:00+00:00,,,1.0,1.0
